,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
1280,85779871,002823.XSHE,278.3876,5.1215,2.6442,1.3097,53.3846,28709.5781,32.7863,15782.7627,18.0239,2022-08-16,257.2735
1281,85781724,002824.XSHE,42.418,3.6785,6.6316,3.5052,360.5613,19971.3008,93.4657,13029.707,60.979,2022-08-16,45.3126
1282,85783072,002825.XSHE,52.3387,4.7049,3.1884,1.7386,19.7715,23995.7734,32.9942,18242.2773,25.0831,2022-08-16,53.5124
1283,85782170,002826.XSHE,43.6004,1.9237,2.821,2.6464,-65.3863,19068.2246,19.9454,17573.25,18.3816,2022-08-16,46.9562
1284,85779978,002827.XSHE,54.0664,2.2359,3.8802,3.1005,-578.0645,27600.0,29.67,27600.0,29.67,2022-08-16,56.4202
1285,85781764,002828.XSHE,-8.9176,11.4965,2.2145,1.5518,-23.0973,20098.7598,16.6619,15411.6016,12.7762,2022-08-16,77.9319
1286,85783488,002829.XSHE,43.6686,3.6451,5.626,8.3539,-71.46300000000001,15468.5039,58.935,9676.083,36.8659,2022-08-16,36.5897
1287,85780897,002830.XSHE,47.5587,7.8071,2.7881,2.0367,-22.4274,13334.0,17.6009,6685.25,8.8245,2022-08-16,60.3961
1288,85780093,002831.XSHE,25.1908,0.7518,2.9432,1.7368,-6982.2397,93051.3516,269.942,51987.4961,150.8157,2022-08-16,26.5372
1289,85781012,002832.XSHE,18.4751,0.3906,3.551,4.3631,60.5941,57070.707,126.8682,38941.8281,86.5677,2022-08-16,20.3138
1290,85781568,002833.XSHE,13.796,1.1269,3.2415,2.9545,14.7796,42422.957,71.016,25563.3008,42.793,2022-08-16,13.6546
1291,85781990,002835.XSHE,28.3534,1.9684,3.1136,2.5756,-167.791,21949.3926,25.0223,12728.1963,14.5101,2022-08-16,27.7051
1292,85783922,002836.XSHE,135.2165,0.6951,4.8968,11.7399,59.3753,19200.0,17.184,19200.0,17.184,2022-08-16,153.7453
1293,85782724,002837.XSHE,93.3012,1.6207,7.5888,6.6224,148.3224,43459.7227,140.3749,35459.5977,114.5345,2022-08-16,68.4597
1294,85780493,002838.XSHE,58.9051,2.3701,4.3873,2.7434,-58.1725,44690.9805,122.0958,35076.918,95.8301,2022-08-16,53.9936
1295,85781576,002839.XSHE,7.442,1.4157,0.8798,2.305,10.0908,216964.9062,109.3503,206188.125,103.9188,2022-08-16,8.3867
1296,85781992,002840.XSHE,-37.265,3.4041,5.3549,1.7963,-90.0632,60609.707,133.3414,46243.4688,101.7356,2022-08-16,-69.2814
1297,85784387,002841.XSHE,26.6679,0.3172,4.7771,2.2049,31.2076,69601.6562,481.5738,44440.8984,307.4866,2022-08-16,28.3448
1298,85784376,002842.XSHE,138.9159,5.8488,3.5905,2.0783,164.3535,27767.2246,33.3762,21430.1934,25.7591,2022-08-16,134.8536
1299,85783104,002843.XSHE,52.6948,9.5307,7.0316,7.6552,414.3861,21000.0,43.05,20999.6621,43.0493,2022-08-16,61.6564
1300,85784416,002845.XSHE,15.9147,11.245999999999999,1.9188,0.4363,-109.1772,32804.0039,53.8642,22317.6035,36.6455,2022-08-16,14.8773
1301,85780362,002846.XSHE,158.246,2.3843,2.8432,1.1903,1128.2668,31839.8223,22.3834,22284.9844,15.6663,2022-08-16,63.1606
1302,85782380,002847.XSHE,54.1442,2.1829,13.2843,5.1511,-711.9534,12868.8994,125.0471,11465.2764,111.4081,2022-08-16,82.9554
1303,85780976,002848.XSHE,-42.8592,3.9306,8.1088,4.4442,-172.0078,16715.0,21.3116,16077.624,20.499000000000002,2022-08-16,-17.0278
1304,85780119,002849.XSHE,33.5323,1.479,2.1071,1.7306,4578.7729,13232.0352,17.3604,10095.2637,13.245,2022-08-16,33.4014
1305,85782047,002850.XSHE,52.3337,2.4935,7.0992,5.7688,681.5903,23409.1855,349.2182,15630.8389,233.1809,2022-08-16,64.4776
1306,85780788,002851.XSHE,36.7798,0.8443,4.5335,3.1454,-218.3136,49756.9336,140.2648,41045.6094,115.7076,2022-08-16,36.0719
1307,85780221,002852.XSHE,-16.3812,1.9708,2.3352,0.9964,-30.8639,35900.0,53.6705,28621.8594,42.7897,2022-08-16,-27.9556
1308,85781058,002853.XSHE,-3.97,4.7353,2.57,1.7267,-10.4812,18654.2754,29.5857,11443.8887,18.15,2022-08-16,-4.0597
1309,85779868,002855.XSHE,-7.7136,2.5138,2.0084,0.74,19.4335,25061.2402,22.1792,24588.0684,21.7604,2022-08-16,-9.0574
1310,85779881,002856.XSHE,-11.5399,5.6404,2.8028,3.2691,16.2315,13531.2812,18.6596,9757.3037,13.4553,2022-08-16,-11.5789
1311,85782992,002857.XSHE,97.6593,2.4999,3.8165,8.8472,14.2149,12800.0,19.5072,12800.0,19.5072,2022-08-16,100.0115
1312,85779732,002858.XSHE,-40.4561,1.0751,2.4044,7.1114,-4.9155,15992.583999999999,17.16,14006.6143,15.0291,2022-08-16,539.0701
1313,85780160,002859.XSHE,34.667,1.1055,5.5337,6.4670000000000005,-206.6667,41002.1289,113.3299,39938.9492,110.3913,2022-08-16,29.1373
1314,85783114,002860.XSHE,37.4663,15.7775,3.727,3.7673,297.8783,30672.6523,49.475,21926.6172,35.3676,2022-08-16,34.3889
1315,85784175,002861.XSHE,-35.286,2.2418,1.8132,1.8509,-6.9375,15553.8398,18.2913,10829.7861,12.7358,2022-08-16,-50.324
1316,85783158,002862.XSHE,-1140.8328,1.9,2.8937,4.2429,-29.1516,12000.0,14.915999999999999,8342.708,10.37,2022-08-16,-1533.6479
1317,85783370,002863.XSHE,24.5503,7.3662,1.7269999999999999,0.8354,-77.9933,49881.9922,33.4209,48911.5938,32.7708,2022-08-16,24.7209
1318,85784240,002864.XSHE,31.2425,2.8734,3.7485,3.2739999999999996,7.3054,8667.0,29.8405,5529.9863,19.0397,2022-08-16,32.028
1319,85780475,002865.XSHE,215.0021,3.6909,20.416,4.1405,65.4576,14152.4277,277.2177,13814.9277,270.6068,2022-08-16,-155.1861
1320,85780144,002866.XSHE,53.3778,26.7017,4.2636,4.309,209.8772,28757.1133,83.3956,17903.0449,51.9188,2022-08-16,50.7221
1321,85784078,002867.XSHE,12.3039,0.2674,2.56,1.2877,23.3504,109592.625,147.6213,108357.7734,145.9579,2022-08-16,12.0545
1322,85784303,002868.XSHE,-84.0737,5.9376,4.4319,9.372,-45.0934,15541.583999999999,31.4095,15541.583999999999,31.4095,2022-08-16,-120.6022
1323,85781566,002869.XSHE,-21.1774,6.9487,1.9319,13.9896,-8.2482,18014.8555,43.5599,15117.1475,36.5533,2022-08-16,-22.6012
1324,85783638,002870.XSHE,112.4244,1.5594,3.0268,0.919,-24.5055,13207.5635,44.1661,8888.0947,29.7218,2022-08-16,88.1627
1325,85780131,002871.XSHE,40.7364,12.8616,3.7915,5.4317,-479.1284,16903.2656,23.4448,8588.8945,11.9128,2022-08-16,38.4382
1326,85783696,002872.XSHE,-26.6883,1.0490000000000002,0.6888,2.8903,-299.6481,31800.0,15.5502,21503.8262,10.5154,2022-08-16,-22.9336
1327,85784115,002873.XSHE,23.8628,1.2072,2.7426,2.5212,-30.7944,16572.5156,25.3228,15836.5723,24.1983,2022-08-16,25.1704
1328,85783987,002875.XSHE,-24.5473,1.7265,1.6482,1.6588,8.8996,21208.1348,18.5783,12190.9365,10.6793,2022-08-16,-613.2519
1329,85781042,002876.XSHE,31.7116,6.2653,4.7682,4.5318,-48.4724,17388.4941,104.2266,14339.0518,85.9483,2022-08-16,30.8802
1330,85783316,002877.XSHE,40.7915,11.8718,3.3930000000000002,3.5459,-1069.4327,33253.75,26.337,20842.7656,16.5075,2022-08-16,41.6243
1331,85784167,002878.XSHE,24.0826,2.3587,4.6344,1.5346,23.7405,22317.084,43.2728,18861.3828,36.5722,2022-08-16,37.4378
1332,85780229,002879.XSHE,26.9974,2.3563,2.0313,3.2126,-189.8038,19310.7637,34.798,13552.0186,24.4207,2022-08-16,24.7883
1333,85782671,002880.XSHE,28.3356,0.1408,3.3021,6.3694,123.3196,22680.0,57.7433,22680.0,57.7433,2022-08-16,28.1076
1334,85782359,002881.XSHE,66.5722,2.6567,13.7685,4.3643,-294.9337,23942.9453,104.3912,15978.9502,69.6682,2022-08-16,88.3623
1335,85781504,002882.XSHE,87.5462,3.1642,2.7242,1.0484,-25.6793,43290.0,49.7835,43113.75,49.5808,2022-08-16,96.4674
1336,85782418,002883.XSHE,31.7469,16.4843,3.1781,2.9362,691.8167,15622.7285,18.9972,12362.4307,15.0327,2022-08-16,31.4138
1337,85783009,002884.XSHE,14.1222,1.1411,3.7716,3.4389,396.2162,35768.25,71.7511,27297.8145,54.7594,2022-08-16,14.8458
1338,85782695,002885.XSHE,112.5269,12.7361,9.4547,3.5673,123.8605,18000.0,79.398,11077.1016,48.8611,2022-08-16,398.4179
1339,85780086,002886.XSHE,130.5187,4.1114,5.4246,4.0116,2625.0735,22657.3535,62.6929,17163.5996,47.4917,2022-08-16,99.1736
1340,85781779,002887.XSHE,18.8744,1.0865,1.2663,5.2591,3.7134,31200.0,26.7072,16549.2441,14.1662,2022-08-16,16.0847
1341,85780665,002888.XSHE,112.7906,4.6256,4.9187,7.4514,-59.4813,14961.168,20.7661,7519.1924,10.4366,2022-08-16,80.0093
1342,85782976,002889.XSHE,13.4776,0.6133,1.6374,1.3052,-295.1317,13810.1426,32.1224,8977.4258,20.8815,2022-08-16,13.578
1343,85782947,002890.XSHE,89.1351,2.5879,3.92,5.3931,-145.5191,9333.7998,22.0184,6703.7686,15.8142,2022-08-16,88.9815
1344,85782008,002891.XSHE,63.1781,1.9402,4.1538,2.4234,65.9245,29411.2695,77.881,29410.3477,77.8786,2022-08-16,67.3622
1345,85783710,002892.XSHE,55.7142,4.4308,4.4807,3.7656,33.7292,31501.3535,54.3083,19156.1777,33.0253,2022-08-16,52.9579
1346,85782121,002893.XSHE,107.5357,6.6313,2.7245,2.0324,-49.18600000000001,20280.0,21.151999999999997,20176.9121,21.0445,2022-08-16,77.2432
1347,85784061,002895.XSHE,23.2902,1.5219999999999998,3.9244,4.7441,12.1053,50081.6836,147.5907,49358.1328,145.4584,2022-08-16,40.1318
1348,85783964,002896.XSHE,68.5148,20.4657,7.2434,5.7751,97.0466,13843.9775,55.0298,13843.9775,55.0298,2022-08-16,67.637
1349,85779716,002897.XSHE,89.5879,2.9583,9.657,2.9085,91.3177,17067.1992,136.4181,15769.999,126.0496,2022-08-16,100.5723
1350,85781439,002898.XSHE,-83.243,3.8543,3.5546,8.3328,-156.5846,17600.0,20.0816,10098.5059,11.5224,2022-08-16,-86.0343
1351,85784364,002899.XSHE,130.3612,1.1728,1.382,1.8157,-149.6768,12000.0,15.144,11999.8496,15.1438,2022-08-16,86.8752
1352,85782651,002900.XSHE,-19.4688,1.1567,2.0773,4.2753,8.878,31660.0059,41.5696,17103.5293,22.4569,2022-08-16,11.8448
1353,85782421,002901.XSHE,23.5518,0.1683,5.2841,7.5153,44.1064,41713.9805,154.0914,33864.7109,125.0962,2022-08-16,22.8857
1354,85783435,002902.XSHE,-208.3096,19.5467,3.79,1.7609,101.9746,21000.0,39.9,14949.1396,28.4034,2022-08-16,-68.8033
1355,85782376,002903.XSHE,52.7074,53.8448,5.5152,9.3859,-28.4664,15224.4004,41.2581,9490.3164,25.7188,2022-08-16,56.1149
1356,85784170,002905.XSHE,-6.7477,1.4162,5.9061,2.2454,-12.2618,37632.0,27.9606,34944.0,25.9634,2022-08-16,-7.8552
1357,85779717,002906.XSHE,76.5009,1.5502,6.2171,5.0576,68.8008,47578.1445,239.2229,47452.4805,238.5911,2022-08-16,80.1085
1358,85783506,002907.XSHE,58.6326,0.4738,4.2201,6.5929,-57.3439,40105.582,51.295,28563.2305,36.5324,2022-08-16,55.8889
1359,85782883,002908.XSHE,39.3428,4.0249,3.9155,4.8485,34.7201,30854.4746,41.1599,21367.3711,28.5041,2022-08-16,44.9612
1360,85780267,002909.XSHE,95.8239,17.7199,5.6165,2.6724,-25.3951,37275.2461,45.8486,36159.8086,44.4766,2022-08-16,90.4503
1361,85782570,002910.XSHE,58.3013,1.4706,1.5558,2.4925,49.6803,23238.1035,25.7013,17106.1953,18.9195,2022-08-16,48.0102
1362,85782149,002911.XSHE,20.7164,1.8569,2.891,0.7628,44.3569,94520.0,124.6719,94469.5859,124.6054,2022-08-16,20.9624
1363,85783340,002912.XSHE,-383.7442,0.7182,2.5598,6.9803,-19.5078,17183.1719,41.6005,11669.4971,28.2519,2022-08-16,73.9323
1364,85782086,002913.XSHE,18.7415,0.5638,2.9266,2.1619,24.2048,32192.1934,99.4739,26423.1895,81.6477,2022-08-16,20.2941
1365,85784229,002915.XSHE,42.243,13.6503,4.7565,4.8114,24.0004,32795.7578,75.0367,24534.2539,56.1344,2022-08-16,43.2053
1366,85782432,002916.XSHE,29.7708,0.3678,4.3105,3.2467,39.0809,51288.0352,471.8499,48579.7148,446.9334,2022-08-16,31.868000000000002
1367,85783076,002917.XSHE,137.1076,6.8685,2.6777,4.3475,32.5314,34761.418,38.4114,25654.9609,28.3487,2022-08-16,96.2702
1368,85783162,002918.XSHE,30.7997,8.3194,1.7378,0.8469,31.8344,41891.3086,59.736999999999995,21877.5625,31.1974,2022-08-16,18.9732
1369,85784401,002919.XSHE,60.2014,0.8127,6.0347,6.4484,-131.4655,17099.0039,43.6196,16866.2188,43.0257,2022-08-16,32.6753
1370,85781640,002920.XSHE,99.3166,1.6143,16.832,8.5873,205.8985,55527.3984,916.2021,54985.0,907.2525,2022-08-16,109.9985
1371,85784374,002921.XSHE,40.0064,8.2118,1.9039,1.7695,5.5937,13168.3213,22.3993,8212.9512,13.9702,2022-08-16,30.1872
1372,85783686,002922.XSHE,53.3547,6.3697,3.7077,2.3854,90.8808,29890.5449,59.7811,28060.7793,56.1216,2022-08-16,30.6911
1373,85781097,002923.XSHE,28.3675,0.6121,3.7659,3.4094,-54.4817,23920.9492,40.5221,18399.1797,31.1682,2022-08-16,28.9927
1374,85783649,002925.XSHE,17.4406,1.3253,3.5742,2.577,68.5244,78284.8828,173.3227,73542.2578,162.8226,2022-08-16,15.8567
1375,85783658,002926.XSHE,17.6423,0.9557,0.922,4.3717,2.6961,262500.0,201.3375,262500.0,201.3375,2022-08-16,12.3359
1376,85781237,002927.XSHE,29.7587,6.6525,3.2115,2.9532,-173.9219,22320.9082,29.2627,22017.292999999998,28.8647,2022-08-16,30.5387
1377,85784246,002928.XSHE,-20.7724,0.4367,3.3132,3.022,21.2662,101356.7656,104.8029,101356.7656,104.8029,2022-08-16,-106.17299999999999
1378,85783188,002929.XSHE,22.4175,1.15,2.3062,1.2172,-20.5427,22874.8535,86.6271,16021.2646,60.6725,2022-08-16,24.5414
1379,85781428,002930.XSHE,39.0438,0.1641,4.4994,9.2374,19.1786,44918.4492,101.5157,42630.9453,96.3459,2022-08-16,37.2902
1380,85783110,002931.XSHE,38.6283,3.6098,4.2251,3.6516,-117.1429,19914.0352,26.4458,17978.834,23.8759,2022-08-16,33.3849
1381,85783096,002932.XSHE,4.2091,1.6969999999999998,2.6759,2.2324,13.0406,15619.3018,103.5872,10194.7236,67.6114,2022-08-16,7.3298
1382,85780755,002933.XSHE,350.7089,5.801,2.331,11.6102,-24.761,11735.0,34.1371,6721.9561,19.5542,2022-08-16,-1853.0698
1383,85783426,002935.XSHE,56.1213,2.1363,4.5567,6.1993,31.4482,27471.3262,65.0246,26020.4785,61.5905,2022-08-16,54.9199
1384,85783981,002936.XSHE,6.4002,0.2302,0.5079,1.3915,34.3562,826553.75,209.1181,607865.0625,153.7899,2022-08-16,6.4819
1385,85780466,002937.XSHE,61.2654,1.8203,6.4552,5.2094,-243.4969,29785.3008,67.4339,28955.3828,65.555,2022-08-16,59.4658
1386,85783242,002938.XSHE,18.1382,0.7379,3.0814,2.0978,101.9694,232115.5781,745.5552,223932.9688,719.2727,2022-08-16,22.4749
1387,85783886,002939.XSHE,20.665,0.6067,1.5017,4.1048,11.706,310340.5312,285.8236,310340.5312,285.8236,2022-08-16,16.1884
1388,85783910,002940.XSHE,28.1646,0.8421,2.6318,2.5383,-26.9133,9594.6816,35.5291,8781.1504,32.5166,2022-08-16,29.6461
1389,85783861,002941.XSHE,32.2952,0.9066,3.427,0.7732,11.04,64505.668,90.695,63999.418,89.9832,2022-08-16,35.8787
1390,85783422,002942.XSHE,20.1179,0.7003,2.6266,2.4026,-41.7345,15600.0,28.8444,13793.2822,25.5038,2022-08-16,20.9209
1391,85780048,002943.XSHE,255.1164,15.5083,9.5941,11.5747,105.0471,10000.0,77.14,6829.3003,52.6812,2022-08-16,-1140.1415
1392,85781426,002945.XSHE,88.54299999999999,0.3371,6.3439,29.1107,30.013,270000.0,396.63,270000.0,396.63,2022-08-16,81.9947
1393,85782327,002946.XSHE,29.682,0.24600000000000002,3.765,1.0455,-48.7161,86680.1797,96.9084,84259.4531,94.2021,2022-08-16,31.0348
1394,85780955,002947.XSHE,107.3808,3.5565,3.0559,4.0917,-192.5128,22889.4062,51.9361,15281.123,34.6729,2022-08-16,166.1208
1395,85779915,002948.XSHE,6.3659,0.2657,0.6705,1.7769,3.4864,582035.5,194.9819,301809.5625,101.1062,2022-08-16,6.6714
1396,85780520,002949.XSHE,22.2976,0.703,1.9446,0.8436,8.0076,19603.7637,24.3675,14823.5391,18.4257,2022-08-16,23.1292
1397,85779975,002950.XSHE,16.2528,0.5466,2.7701,2.4795,-12.7334,63326.5391,76.8151,47154.5234,57.1984,2022-08-16,17.8136
1398,85784199,002951.XSHE,199.46200000000002,1.1293,2.5003,12.8922,27.5681,40500.0,38.5965,40500.0,38.5965,2022-08-16,69.2481
1399,85783302,002952.XSHE,37.9724,3.4496,3.2482,3.6321,-22.4186,16434.0,27.1325,13063.4277,21.5677,2022-08-16,59.0131
1400,85784101,002953.XSHE,37.8465,13.9577,3.8228,1.3278,-12.6965,31658.2988,44.2583,16081.3711,22.4818,2022-08-16,34.9056
1401,85782367,002955.XSHE,25.9997,2.0195,1.6634,0.8936,-27.8143,23399.3066,52.9058,18574.625,41.9972,2022-08-16,31.3125
1402,85780402,002956.XSHE,39.7179,0.5589999999999999,2.3901,2.6211,38.1258,22327.7676,31.5938,22195.5996,31.4068,2022-08-16,30.3011
1403,85784336,002957.XSHE,267.0998,5.2164,3.298,3.8121,56.0355,41076.2188,81.9471,41075.3164,81.9453,2022-08-16,233.859
1404,85780133,002958.XSHE,5.4771,0.1501,0.5746,1.673,106.3231,555560.625,169.446,482132.75,147.0505,2022-08-16,5.5274
1405,85781898,002959.XSHE,26.131999999999998,1.5087,3.7423,2.1163,-52.0618,15600.0,77.7972,7622.1074,38.0115,2022-08-16,27.4515
1406,85783676,002960.XSHE,29.8108,2.4132,4.6862,3.9119,-5729.2886,48947.1641,162.6025,43740.4258,145.3057,2022-08-16,30.6899
1407,85782702,002961.XSHE,14.9327,1.5848,3.4651,3.6439,30.7965,44502.6992,76.3221,10870.4746,18.6429,2022-08-16,15.1452
1408,85782527,002962.XSHE,47.6111,2.0975,2.0017,3.8495,346.403,29405.377,34.816,16931.6895,20.0471,2022-08-16,41.1638
1409,85783353,002963.XSHE,-83.2638,5.0265,1.2423,2.7889,-40.766999999999996,15035.9932,20.4189,6899.4531,9.3695,2022-08-16,153.6426
1410,85781563,002965.XSHE,167.7572,17.8957,6.2986,4.2583,243.9664,17455.8633,112.2587,9742.4727,62.6538,2022-08-16,175.1759
1411,85781825,002966.XSHE,6.3847,0.42100000000000004,0.6116,2.0069999999999997,-7.8219,366672.7188,226.2371,354214.875,218.5506,2022-08-16,7.2823
1412,85781611,002967.XSHE,77.472,2.4231,4.1983,5.9106,10.3722,57522.5859,135.9259,23563.4785,55.6805,2022-08-16,74.6143
1413,85780710,002968.XSHE,28.9406,0.7368,5.3416,2.1903,240.6699,22909.1074,53.4928,9816.0859,22.9206,2022-08-16,32.211
1414,85782022,002969.XSHE,32.5215,0.6861,1.7383,1.1535,-43.7029,96220.5859,39.258,44421.2109,18.1239,2022-08-16,23.9486
1415,85781234,002970.XSHE,-584.6459,4.6729,3.4943,2.9312,-48.6745,17312.0,49.8932,8550.2139,24.6417,2022-08-16,159.0812
1416,85780396,002971.XSHE,42.8451,2.8141,3.5408,3.7625,30.4639,16000.0,40.88,10552.2041,26.9609,2022-08-16,45.3069
1417,85781980,002972.XSHE,20.9128,0.7366,2.6857,7.7412,-82.0356,17632.0,31.6671,5862.2847,10.5287,2022-08-16,20.9146
1418,85783181,002973.XSHE,21.2552,0.8714,3.1143,1.4909999999999999,-33.4861,40866.3516,52.1863,10645.1045,13.5938,2022-08-16,20.453
1419,85780142,002975.XSHE,29.0164,3.8876,4.0776,5.2606,-64.7956,13937.8916,60.5044,3893.366,16.9011,2022-08-16,24.872
1420,85780817,002976.XSHE,64.1595,4.7908,3.8042,3.8426,-2104.593,12000.0,30.6,3526.5,8.9926,2022-08-16,67.0647
1421,85780254,002977.XSHE,39.8618,3.5408,4.4914,14.5818,-145.6165,10010.0,45.4254,4511.4033,20.4727,2022-08-16,40.7946
1422,85784220,002978.XSHE,13.5171,9.4986,3.4131,8.2992,18.8441,40100.0,179.6079,9500.0,42.5505,2022-08-16,12.5153
1423,85783661,002979.XSHE,33.7349,5.039,6.3648,5.9217,-60.6981,30910.0,71.433,15761.3105,36.4244,2022-08-16,32.7201
1424,85783044,002980.XSHE,26.7663,1.581,3.8044,4.9417,-44.178000000000004,13333.3398,35.8,3333.3401,8.95,2022-08-16,24.0449
1425,85780732,002981.XSHE,-59.8134,3.5775,3.1328,1.8709,-37.7751,9600.0,24.8448,2400.0,6.2112,2022-08-16,-59.7302
1426,85780603,002982.XSHE,139.9317,2.6795,2.521,1.3332,-20.1374,10188.0,40.8437,4718.75,18.9175,2022-08-16,159.0572
1427,85779850,002983.XSHE,45.571999999999996,4.5709,3.9407,4.7384,50.4394,18418.4004,41.7913,5233.957,11.8758,2022-08-16,50.5488
1428,85780696,002984.XSHE,31.6538,1.5693,3.7191,4.4271,20.6019,64966.9844,240.3778,28752.5703,106.3845,2022-08-16,31.9075
1429,85782975,002985.XSHE,41.038999999999994,2.5213,5.8499,13.9399,106.4323,33185.3594,166.7232,17910.4004,89.9819,2022-08-16,39.479
1430,85782613,002986.XSHE,22.7193,1.2890000000000001,2.4614,1.1339,-39.7198,22214.6406,54.8924,14925.8896,36.8819,2022-08-16,38.9327
1431,85782715,002987.XSHE,33.9893,7.8104,3.5358,2.167,34.8122,31489.8262,72.5211,13029.165,30.0062,2022-08-16,31.448
1432,85782433,002988.XSHE,25.7162,4.2205,1.72,0.6436,11.2154,23277.0,38.0346,8421.9355,13.7614,2022-08-16,27.3338
1433,85782745,002989.XSHE,27.1105,5.2314,1.8779,1.1841,3.4819999999999998,18168.0,30.4314,9160.7998,15.3443,2022-08-16,28.0751
1434,85782896,002990.XSHE,40.8432,5.7259,3.9344,6.6176,-48.1883,25810.375,80.0122,6442.0098,19.9702,2022-08-16,44.6404
1435,85780644,002991.XSHE,36.0492,2.5876,4.0145,4.1679,-13.6009,9321.583,56.8617,3641.9937,22.2162,2022-08-16,37.0067
1436,85783749,002992.XSHE,-19.1716,21.4556,5.89,5.8174,-17.6309,18496.6133,66.1994,7885.9233,28.2237,2022-08-16,-18.6863
1437,85783223,002993.XSHE,30.3214,7.7624,4.3446,2.4647,22.1716,23504.0,110.8919,5976.0,28.1948,2022-08-16,32.2821
1438,85782199,002995.XSHE,88.8689,10.8264,2.4496,0.6442,60.7936,12791.9404,25.149,5775.668000000001,11.355,2022-08-16,46.4878
1439,85781376,002996.XSHE,22.0678,7.3115,3.8116,0.7743,77.222,43900.0,86.1318,12572.6426,24.6675,2022-08-16,25.1707
1440,85780433,002997.XSHE,47.7408,11.7745,4.5995,5.2195,16.7488,18360.0,54.1436,11445.0,33.7513,2022-08-16,46.9879
1441,85781915,002998.XSHE,27.5451,3.2475,1.6808,1.4597,-53.101000000000006,32639.8398,25.2306,15201.1396,11.7505,2022-08-16,25.0258
1442,85781646,002999.XSHE,23.9012,2.053,2.2121,0.1724,4.0834,34759.1992,24.4357,21805.6992,15.3294,2022-08-16,24.9283
1443,85781183,003000.XSHE,43.6512,7.7224,4.8902,3.4846,142.9746,40320.0,43.8682,22229.4277,24.1856,2022-08-16,51.6468
1444,85784196,003001.XSHE,21.5688,5.9525,1.6422,1.6595,-34.0521,12775.0723,22.037,4905.02,8.4612,2022-08-16,19.7618
1445,85783137,003002.XSHE,39.36,5.9136,3.1602,4.0763,23.4898,20000.0,31.9,7741.9424,12.3484,2022-08-16,39.2808
1446,85780670,003003.XSHE,136.5441,1.3579,1.4266,1.2797,8.1701,17700.2695,17.187,9149.0938,8.8838,2022-08-16,66.2699
1447,85784131,003004.XSHE,43.9895,1.6407,2.6368,5.9401,-155.0071,8184.0,18.3813,3374.855,7.5799,2022-08-16,45.9379
1448,85783215,003005.XSHE,40.0885,1.5719999999999998,1.8275,5.4331,51.3156,14840.0,27.2759,5104.3789,9.3818,2022-08-16,21.9331
1449,85781712,003006.XSHE,24.8449,3.0127,3.6991,3.0036,-41.5304,43033.0312,43.2912,21546.7793,21.6761,2022-08-16,18.9936
1450,85781523,003007.XSHE,-34.8675,12.4169,2.7896,6.1076,-75.9863,10400.0,21.5488,3689.1858,7.644,2022-08-16,-30.6739
1451,85781878,003008.XSHE,37.8151,12.876,2.2203,15.8594,12.3991,8000.0,22.064,3464.5134,9.5551,2022-08-16,34.3399
1452,85782274,003009.XSHE,73.5471,10.5562,5.9896,8.1487,-252.8307,15539.2314,82.3424,4401.2197,23.3221,2022-08-16,67.2991
1453,85783818,003010.XSHE,138.8676,1.1978,1.8458,1.4825,-14.5429,12169.9844,19.3259,7303.2793,11.5976,2022-08-16,66.1957
1454,85783295,003011.XSHE,24.2162,1.7376,1.6921,1.1668,-379.077,10267.5996,21.4593,5375.6104,11.235,2022-08-16,22.1295
1455,85782971,003012.XSHE,422.6658,2.0567,1.4997,1.3312,-12.1229,118308.6016,103.9933,64261.8398,56.4862,2022-08-16,67.6953
1456,85780706,003013.XSHE,18.4741,1.0817,3.4824,2.6435,82.0254,40001.0,64.5616,6020.3145,9.7168,2022-08-16,18.108
1457,85780516,003015.XSHE,39.0787,1.3956,2.8136,5.8545,-108.9226,28106.666,29.4277,19113.9375,20.0123,2022-08-16,35.7295
1458,85781032,003016.XSHE,14.1558,1.2590000000000001,1.2796,1.749,-15.8605,43228.8984,36.0529,14718.5098,12.2752,2022-08-16,12.5568
1459,85782272,003017.XSHE,36.161,1.4280000000000002,2.0377,2.4043,276.4314,6000.0,19.248,4239.3838,13.5999,2022-08-16,27.4935
1460,85781671,003018.XSHE,20.3796,0.7939,1.9180000000000001,3.7088,-15.4309,26000.0,25.298000000000002,7552.1699,7.3483,2022-08-16,20.8511
1461,85780898,003019.XSHE,20.6996,3.0251,2.8745,2.0861,26.4179,14720.0,37.639,10148.7041,25.9502,2022-08-16,24.9451
1462,85779937,003020.XSHE,18.3431,1.0115,2.5338,1.3851,166.8541,12043.2002,32.5889,5124.5024,13.8669,2022-08-16,18.922
1463,85782225,003021.XSHE,84.3927,3.2182,3.7341,9.6152,-14.2603,17133.334,105.2843,6027.2002,37.0371,2022-08-16,71.357
1464,85781869,003022.XSHE,71.126,9.215,10.9584,9.3022,293.0789,133556.7969,715.5973,30669.5996,164.3277,2022-08-16,65.6168
1465,85781973,003023.XSHE,19.0528,1.9645,1.4033,1.7123,-4.5332,10534.1602,18.8035,5138.7339,9.1726,2022-08-16,16.9603
1466,85779973,003025.XSHE,28.2802,4.6466,4.1866,7.7542,112.1828,16319.1699,37.8931,7150.2935,16.602999999999998,2022-08-16,30.6925
